Datetime,Text,coordinates,retweetCount,likeCount,rescue
2020-10-30 16:59:35+03:00,"ÖNEMLİ! 
1 Sessiz ol! 
2 WiFi şifreni ve adını parolasız yapıp kullanıma aç!
3 Şahsi arabanı aciliyet dışında sürme! 
4 Telefon hatlarını meşgul etme! 
5 Binalara yaklaşma, girme! 
6 Trafiği zorunda olmadıkça meşgul etme! 
7 Bina altındaysan telefon şarjını tüketme!
#EgeDenizi",,106,,1
2020-10-30 16:59:38+03:00,Ulaşabilen ulaşsın lütfen #izmir https://t.co/6MWx8gT9bf,,38,,1
2020-10-30 16:59:39+03:00,"Değerli vatandaşlarımız, kan temini noktasında sıkıntı yaşamamak ve acil durumlarda kullanılmak üzere #universitemDEU Araştırma ve Uygulama Hastanemize kan bağışında bulunmanızı diliyor, bu konuda duyarlı olunmasını önemle hatırlatmak istiyoruz. https://t.co/sfX9cZ5PhR",,940,,1
2020-10-30 16:59:41+03:00,"A C İ L    Y A Y IN   B U N U !
Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu
#Deprem 
#depremizmir https://t.co/5KRGrCgHeA",,153,,1
2020-10-30 16:59:43+03:00,#izmir de evleri hasar gören vatandaşlarımız ücretsiz konaklayabilir. ÇİĞLİ ve GÜZELBAHCEDEKİ şubelerde. 0535 625 55 74  BU NUMARADAN ULAŞIN. ALLAH YARDIMCIMIZ OLSUN. KONUMA GOOGLE ULAŞABİLİRSİNİZ https://t.co/nFhLTYYhoL,,50,,1
2020-10-30 16:59:55+03:00,"Ahmet Ercan, Haber Global: “Deprem beklenenden büyük. Hiçbir zaman 25 saniye süren depremin büyüklüğü 6.6 olamaz, bu bilime ters. Depremi küçük göstermelerine şaşırıyorum, bunu neden yapıyorlar anlamış değilim.”",,175,,0
2020-10-30 16:59:59+03:00,"Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem 
#depremizmir 
#Tsunami https://t.co/fxtR1yoWwR",,24,,1
2020-10-30 17:00:11+03:00,"İzmir’de meydana gelen ve çevre illerde de hissedilen deprem nedeniyle tüm hemşehrilerime geçmiş olsun. Devletimiz tüm birimleriyle, her noktada gerekli çalışmaları yapmaktadır. Yaralarımızı hep birlikte saracağız. Rabbim tekrarını yaşatmasın, milletimizi afetlerden korusun.",,108,,0
2020-10-30 17:00:16+03:00,"Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem 
#depremizmir 
#Tsunami https://t.co/tSNlSePR2G https://t.co/3WRHJ0hfBu",,133,,1
2020-10-30 17:00:45+03:00,"ACİL | Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu

Elden ele yayalım lütfen...",,886,,1
2020-10-30 17:00:50+03:00,"Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem #seferhisar
#depremizmir #Bayraklı
#bornova #Tsunami #EgeDenizi #sondakika https://t.co/Xu2JmE1fBN",,240,,1
2020-10-30 17:00:51+03:00,#gökyüzünebak #haarp ışıma renklenmeleri sürüyor.  #deprem #İzmir merkezine yönlendirilmeye çalışılıyor. PAylaşmayın daha başınıza neler gelecek öğrenirsiniz. https://t.co/6yxNsViZgH,,121,,0
2020-10-30 17:00:53+03:00,"Depremde enkaz altında kalırsanız ve sesinizi duyuramazsanız diye düdük ve ıslık tarzı aşırı yüksek ses çıkartan uygulamalar var. Mutlaka indirin soldaki android sağdaki ios için 
#Deprem #izmir https://t.co/lNVj0YIz4s",,238,,0
2020-10-30 17:00:53+03:00,"Arkadaşlar elimizden geldiğince rt yapalım 🙏🏻🙏🏻🙏🏻
#izmir https://t.co/fTlWcbvt8U",,13,,1
2020-10-30 17:01:01+03:00,"275/8 SK. No: 12/2

İzmir / Bayraklı / Manavkuyu

Yılmaz Erbek enkaz altında! Acil RT.",,552,,1
2020-10-30 17:01:04+03:00,"ÖNEMLİ! 
1 - Sessiz ol! 
2 - WiFi şifreni ve adını parolasız yapıp kullanıma aç!
3 - Şahsi arabanı aciliyet dışında sürme! 
4 - Telefon hatlarını meşgul etme! 
5 - Binalara yaklaşma, girme! 
6 - Trafiği zorunda olmadıkça meşgul etme! 
7 - Bina altındaysan telefon şarjını tüketme!",,12,,1
2020-10-30 17:01:16+03:00,Genel Başkanımız Dr. Fatih Erbakan #İzmir İl Başkanımız Şükrü Konca'yı arayarak yaşanan #deprem'le ilgili bilgi aldı. https://t.co/Tr1gIBmQGf,,128,,0
2020-10-30 17:01:17+03:00,"Lütfen yayalım destek olun RT❗ 

-Binalara girmeyin! Artçılar için hazırlıklı olun şarjınızı tüketmeyin.
-Denize yaklaşmayın! Kıyılara bilinçli gitmeyin sular metrelerce çekildi. 
-Bölgede trafik oluşturmayın! internet kullanın.
-En önemlisi dikkatli ve iyi olun 
#izmir #deprem",,291,,1
2020-10-30 17:01:24+03:00,"YAYALIM !!
#Deprem https://t.co/JiNhn9tlvR",,9,,1
2020-10-30 17:01:25+03:00,"ÇOK ÖNEMLİ LÜTFEN RT YAPIN!!!
Bir vatandaşımız  daha enkaz altında şuanda .adres Şahin Akar Parkı yanı - 283/6 (ya da 286/6) sokak Bayraklı",,125,,1
2020-10-30 17:01:29+03:00,"ÖNEMLİ
1- Sessiz ol! 
2- WiFi şifreni ve adını parolasız yapıp kullanıma aç!
3- Şahsi arabanı aciliyet dışında sürme! 
4- Telefon hatlarını meşgul etme! 
5- Binalara yaklaşma, girme! 
6- Trafiği zorunda olmadıkça meşgul etme! 

#Deprem #izmir",,138,,1
2020-10-30 17:01:30+03:00,"Karşıyaka ilçesi deprem toplanma alanlarına aşağıdaki bağlantıdan ulaşabilirsiniz.

https://t.co/07J2bZolfz https://t.co/yuQTRpTk5Q",,480,,1
2020-10-30 17:01:46+03:00,"Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem https://t.co/3UK8TaSL9r",,18,,1
2020-10-30 17:01:57+03:00,"A C İ L    Y A Y IN   B U N U !
Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu
#Deprem 
#depremizmir #Tsunami #bornova #izmir https://t.co/KlR4L0WB77",,12,,1
2020-10-30 17:02:06+03:00,"ÖNEMLİ!

1 - Sessiz ol! 

2 -  Wi-Fi şifreni kaldır!

3 - Telefon hatlarını meşgul etme! 

4 - Binalara yaklaşma, hasarlı evlere girme! 

5- Trafiği zorunlu olmadıkça meşgul etme!

#İzmir #Deprem",,120,,1
2020-10-30 17:02:23+03:00,"Tum milletimize geçmiş olsun. 

Elimizde 100 adet çift kişilik 50 adet 3 kişilik çadırlar bulunmakta. İzmir ve çevresinde ihtiyacı olan arkadaşlarımız DM üzerinden bizlere ulaşabilir.",,1496,,1
2020-10-30 17:02:29+03:00,"Özkanlar civarında şarj, su, tuvalet veya başka ihtiyacı olanlar Lokal Mutfak'a gelebilir eski Özkanlar pazaryeri girişindeyiz.  Hepimize geçmiş olsun. #deprem #depremizmir",,2699,,1
2020-10-30 17:02:44+03:00,"YAYALIM ❗️

Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem 
#depremizmir https://t.co/Jb1DbmAfdb",,179,,1
2020-10-30 17:02:45+03:00,"@efeuygac Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem 
#depremizmir 
#Tsunami https://t.co/4iMrtjo9LO",,51,,1
2020-10-30 17:02:47+03:00,YAYIN LUTFEN #deprem #depremizmir https://t.co/cvb6dea5mu,,82,,1
2020-10-30 17:02:48+03:00,Bu tarz tweetleri elden ele yayalım arkadaşlar. #deprem https://t.co/fB01qWA9mQ,,13,,1
2020-10-30 17:02:52+03:00,"@mavigokyuzu9 ÖNEMLİ! 
1 - Sessiz ol! 
2 - WiFi şifreni ve adını parolasız yapıp kullanıma aç!
3 - Şahsi arabanı aciliyet dışında sürme! 
4 - Telefon hatlarını meşgul etme! 
5 - Binalara yaklaşma, girme! 
6 - Trafiği zorunda olmadıkça meşgul etme! 
7 - Bina altındaysan telefon şarjını tüketme!",,14,,1
2020-10-30 17:02:52+03:00,"#izmir #deprem 

WIFI ŞİFRENİ KALDIR!
YOLLARI MEŞGUL ETME!
TELEFONUNU MÜMKÜN OLDUĞUNCA KULLANMA!
DEVLETİN KURUMLARINI GEREKSİZ MEŞGUL ETME!
GEREKSİZ KALABALIKLAR YAPMA!
ENKAZ ETRAFINDA SES YAPMA!
YARDIM EDEBİLDİĞİN KADARIYLA YARDIM ELİNİ UZAT!

ACİL DESTEK İÇİN BİZE ULAŞ!",,24,,1
2020-10-30 17:03:00+03:00,"275/8 SK. No: 12/2

İzmir / Bayraklı / Manavkuyu

Yılmaz Erbek enkaz altında! Acil RT.

#Deprem #egedeprem",,256,,1
2020-10-30 17:03:05+03:00,Bir kişiyi daha kurtaralım Hayri #deprem #izmir https://t.co/HQztns9cBC,,406,,0
2020-10-30 17:03:13+03:00,"İzmir depremini 12 gün önce bildi! Deprem Bilimci Prof. Ercan, tam 12 gün önce SÖZCÜ’ye büyük deprem uyarısı yapmıştı
https://t.co/DotUG3SITL",,145,,0
2020-10-30 17:03:13+03:00,"Bunlar insan değil. İnsanlar can derdinde devletimiz tüm gücüyle İzmir’de şunların yazdıklarına bakın, yazıklar olsun.

#deprem https://t.co/AyMGaLGvJA",,116,,0
2020-10-30 17:03:20+03:00,"Deprem mizahı,utanç vericidir.
Deprem mizahı,zeka geriliği göstergesidir.
Deprem mizahı,hastalıktır.
Deprem mizahı,insanlık dışıdır. 
DEPREMİN MİZAHI OLMAZ! 
ÇOK GEÇMİŞ OLSUN İZMİR 🙏🏻 #EgeDenizi",,173,,0
2020-10-30 17:03:29+03:00,"Böyle bir günde,deprem gibi bir doğal afet yaşanmışken,insanlar can kurtarmak için çırpınırken;İNSAN kılığında,kin ve nefret kusan,adlarına trol denen AKIL ve AHLÂK fukarası yaratıklarla aynı topraklarda yaşamak ve aynı havayı solumak zorunda olmak ne acı...
#izmir
#depremizmir",,208,,0
2020-10-30 17:03:35+03:00,"İzmir yakınlarında meydana gelen ve birçok ilde hissedilen şiddetli depremden etkilenen tüm yurttaşlarımıza geçmiş olsun diyor, yakınlarını kaybedenlere başsağlığı dileklerimizi iletiyoruz.
Yaraların sarılması için İzmir halkının yanında ve dayanışma içinde olacağız.
#deprem https://t.co/GbbCLSz9Eq",,130,,0
2020-10-30 17:03:38+03:00,"Oluşturduğumuz Kriz Merkezine bu numaradan ulaşabilirsiniz.
0232 4772000

Dahili numaralar:
612 - 614 - 633 - 638",,3338,,1
2020-10-30 17:03:42+03:00,"YAYALIM ❗️

Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acl rt leyin lütfen 
#Deprem 
#depremizmir https://t.co/mjUAoGVns6",,432,,1
2020-10-30 17:03:46+03:00,Hızlıca yayabilir miyiz arkadaşlar https://t.co/eE0LJ2uGAc,,197,,1
2020-10-30 17:03:53+03:00,"BİSİDESTEK bilgilendirme;
Deprem sonrasında trafik kilitlendi. 60 kişilik BİSİDESTEK ekibimiz var. Bisikletlim ekiplerimiz ile araçların gidemediği yerlere ulaşabilir ve destek verebiliriz. 
Tlf: 05423877415",,21,,1
2020-10-30 17:04:07+03:00,"⚠ Sadece başımıza gelen bir olayda değil de her zaman bu konular hakkında bilgi sahibi olalım. Yaşam mücadelesi veren insanlara yardımcı olalım. 

Çok geçmiş olsun.🙏
#Deprem #İzmir https://t.co/TxSHYqq1Oj",,28,,1
2020-10-30 17:04:17+03:00,"Çok üzgünüz. #Deprem sebebiyle hayatını kaybeden vatandaşlarımıza Cenab-ı Allah'tan rahmet, yaralı vatandaşlarımıza şifa diliyorum. Devletimiz tüm imkanları ve kurumlarıyla afetzede vatandaşlarımızın yanındadır. Dualarımız İzmir'le, İzmirli kardeşlerimizle...",,260,,0
2020-10-30 17:04:22+03:00,"YAYALIM!
#deprem https://t.co/GKLj6qrgRW",,345,,1
2020-10-30 17:04:35+03:00,"🚨 ÖNEMLİ ! 

AFET VE ACİL DURUMLARDA İLETİŞİMİN KESİNTİSİZ SÜRDÜRÜLEBİLMESİ HAYATİ ÖNEM TAŞIMAKTADIR.
#Deprem https://t.co/Zpt4wLK1rN",,68,,1
2020-10-30 17:04:57+03:00,"TRAFİK UYARISI

🔴İzmir Bornova Belediye Başkanı Mustafa İduğ, ""Buraya bir an önce profesyonel destek gelmeli, trafikten dolayı itfaiye araçları ulaşamıyor"" dedi. https://t.co/qsGQPhrrG2",,28,,1
2020-10-30 17:05:20+03:00,"Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No:2 Kat : Daire:16 Bayraklı izmir

Enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu

Acil Rt

#izmir #izmirdeprem @DepremDairesi @haskologlu",,186,,1
2020-10-30 17:05:33+03:00,"A C İ L    Y A Y IN   B U N U !
Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu
#Deprem 
#depremizmir https://t.co/DJCTdiK6Xx",,148,,1
2020-10-30 17:05:39+03:00,"ACİL | Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu

Elden ele yayalım lütfen...

#Deprem 
#İzmir",,37,,1
2020-10-30 17:05:54+03:00,Lütfen yayabilir misiniz #depremizmir #Deprem https://t.co/w0VeSYZySi,,216,,1
2020-10-30 17:06:03+03:00,"#Deprem yüzünden yıllarca ülkece acı çekmiş bir toplumken ve can kayıpları yaşamışken böyle hassas bir konu üzerinden ofansif mizah yapmak, dinsel düşüncelere bağlamak ve boş siyasetler üretmek sizi sadece acınası bir birey yapar. lütfen aldığınız nefesin hakkını vererek yaşayın.",,535,,0
2020-10-30 17:06:08+03:00,"Deprem bölgesindeki dostlara:
1- Wİ-Fİ parolalarınızı kaldırın. Bu sayede iletişim ağını genişletin.
2- Sesli arama yerine SMS kullanın.
3- Sosyal medyadaki otomatik video izleme modunu kapatın. Video paylaşmayın.
4- Veriyi çok tüketen uygulamardan uzak durun. #deprem #Tsunami",,169,,1
2020-10-30 17:06:11+03:00,"#izmir de Evleri Hasar Gören Vatandaşlarımızı Otelimizde Ücretsiz Konaklayabilir

Gürleyen Otel

ÇİĞLİ ve GÜZELBAHCEDEKİ Şubelerimizde
İletişim  0535 625 55 74 
#depremizmir
#bornova
#bayraklı
👏👏👏👏",,15,,1
2020-10-30 17:06:30+03:00,"Ölen kralı için Türkiye’de 3 gün yas ilan edilen Suudi Arabistan, İzmir’deki deprem üzerinden mizah yapıyor. #deprem https://t.co/RSho7lMXmE",,111,,0
2020-10-30 17:06:30+03:00,"İzmir’deki vatandaşlar, lütfen Wİ-Fİ şifrelerinizi kaldırın.

Operatörler yetersiz kalıyor evet biliyoruz fakat şimdi eleştirmenin sırası değil!

#deprem #izmir",,101,,0
2020-10-30 17:06:34+03:00,"Depremi dalgaya alan,
Haberi sulandıran,
Espri konusu yapan,
Ayrıştıran,
herkes alçaktır.
Hayvandan daha aşağıdır.",,1084,,0
2020-10-30 17:06:37+03:00,"ACİL | Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu

Elden ele yayalım lütfen...",,26,,1
2020-10-30 17:06:40+03:00,#Deprem Menemen de olan arkadaşlara yayalım https://t.co/kTXd5BnlgF,,252,,1
2020-10-30 17:06:48+03:00,İzmir deprem toplanma alanları. Elden ele yayalım.  https://t.co/2MebFWwPoo,,88,,1
2020-10-30 17:06:56+03:00,Bu tarz gördüğüm her şeyi yayıcam lütfen siz de yayın elimizden ne geliyosa yapalım #deprem https://t.co/yEuwxW8d8Z,,390,,1
2020-10-30 17:06:58+03:00,"İzmir'de deprem toplanma alanlarının listesine aşağıdaki linkten ulaşabilirsiniz.

https://t.co/bFGqffnh9X",,105,,1
2020-10-30 17:07:01+03:00,"Deprem sonrası birkaç not:
1) Trafik sorunu olmaması için araba kullanmaktan kaçınmak
2) Cep telefonu verine mesaj ve internet teması sağlamak
3) Wi-fi ağlarının parolasını kaldırmak 
4) Artçılar yaşanacağı için hasarlı binalara girmemek 
5) Çağrı olursa kan bağışında bulunmak",,41,,1
2020-10-30 17:07:02+03:00,"275/8 SK. No: 12/2

İzmir / Bayraklı / Manavkuyu

Yılmaz Erbek enkaz altında! Acil Rt yapın yayın her yere 

#Deprem",,53,,1
2020-10-30 17:07:05+03:00,"2 çocuğuyla birlikte enkaz altında kalan bir annenin adres; 

Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Lütfen elden ele ulaştıralım.

@AFADBaskanlik #deprem",,793,,1
2020-10-30 17:07:05+03:00,"#İzmir Çiğli'deki Gürleyen Otel'in sahibi ""Evleri hasar gören vatandaşlarımız otelimizde ücretsiz konaklayabilir"" demiş. Kalacak yere ihtiyacınız varsa aklınızda olsun. Şu telefondan iletişim kurabilirsiniz: 0535 625 55 74 

Adres: Anadolu Cd. NO: 933

https://t.co/0EiazHLDo9",,39,,1
2020-10-30 17:07:07+03:00,Lütfen yayarmısiniz https://t.co/FV2kjYudx2,,6,,1
2020-10-30 17:07:08+03:00,YAYALIM ARKADAŞLAR ! #deprem https://t.co/rvvEwBqUwj,,912,,1
2020-10-30 17:07:11+03:00,GÖREN DUYAN OLURSA BANA VEYA @CnsssCns ‘A HABER VERSİN! #deprem #izmir #bornova #bayraklı #manavkuyu #özkanlar #alsancak https://t.co/7guiYr6FgC,,15,,1
2020-10-30 17:07:20+03:00,"Tedavi gördüğü hastanede hayatını kaybeden eski Başbakanlarımızdan Mesut Yılmaz Beye Allah’tan rahmet, ailesine ve sevenlerine başsağlığı diliyorum.Bu vesileyle İzmir’de yaşanan depremde yaşamını yitiren vatandaşlarımıza rahmet, yaralı kardeşlerimize acil şifalar temenni ederim.",,134,,0
2020-10-30 17:07:21+03:00,"ACİL YAYALIM ! 
#deprem https://t.co/kXKStktAsP",,93,,1
2020-10-30 17:07:26+03:00,"Depremin şiddeti ile evlerinden çakamayan İzmirli vatandaşlar:
“Eşheduenlailaheillallah ve eşheduenne Muhammedenrasulullah”
“Tövbe ettim ya rabbi”

Allah’tan başka sığınacak kimsemiz yok. https://t.co/nRUBTbFJZJ",,250,,0
2020-10-30 17:07:41+03:00,"•BİNALARA GİRMEYİN
•TRAFİK AKIŞINI ENGELLEMEYİN AFAD VE AMBULANSLAR OLAY YERLERİNE ULAŞAMIYOR. 
•WİFİ ŞİFRELERİNİ KALDIRIN.
•DENİZLERE YAKLAŞMAYIN TSUNAMİ UYARISI VAR.
•YARDIM İSTEYEN BİR PAYLAŞIM GÖRDÜĞÜNÜZDE RT LEYİN. 
#Deprem #depremizmir #izmir",,33,,1
2020-10-30 17:07:50+03:00,İzmir’de gerçekleşen deprem sonucunda mağduriyet yaşayanlara destek olmak amacıyla birliğimiz içinde yardım çalışmaları başlatılmıştır.,,141,,0
2020-10-30 17:08:05+03:00,"AFAD’dan uyarı: Özel aracınızla yola çıkmayın, yolları boş tutun
https://t.co/lUI1sHpN7E",,28,,1
2020-10-30 17:08:06+03:00,Yayalımmmm #deprem https://t.co/NXdsPmXXF6,,21,,1
2020-10-30 17:08:06+03:00,"Ege depremleri için en şiddetlisidir bu 7 Deprem.
30-40 km lik bir fay kırılmış.
1,2 metrelik yer değiştirme varmış.
21 artçı deprem olmuş...
6 civarında artçılar olabilirmiş.
Denizin 17,5 km derininde olmuş...
Hasarlı evlere girmeyin İzmirli dostlar.
Küçük bir Tsunami de oldu.",,25,,1
2020-10-30 17:08:08+03:00,ÖNEMLİ❗️ https://t.co/egIaM8ePOB,"Coordinates(longitude=26.7231666, latitude=38.2832034)",21,,1
2020-10-30 17:08:12+03:00,"ACİL | Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu

Elden ele yayalım lütfen...",,17,,1
2020-10-30 17:08:12+03:00,"""Acı duyabiliyorsan, canlısın. Başkalarının acısını duyabiliyorsan, insansın.""

Geçmiş Olsun İzmir
 #deprem",,1077,,0
2020-10-30 17:08:21+03:00,"#Deprem öldürmez yapı ve tedbirsizlik öldürür.

Japonya'da 7.3 şiddetinde ki deprem anı ve insanların rahatlığı.

Geçmiş olsun #İzmir 🍀🙏🏻 https://t.co/SfpTVZwpNE",,1055,,0
2020-10-30 17:08:25+03:00,"İzmir'le dayanışmaya: TKP İzmir il örgütü tarafından oluşturulan kriz masasına ulaşmak ve dayanışmak için 0554 826 16 31 numaralı telefondan bizimle iletişim kurabilirsiniz.
#Deprem",,20,,1
2020-10-30 17:08:26+03:00,"ACİL 

Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı 

Enkaz altında 1 anne 2 küçük çocuk Emine Yücel Toklu

Yayalım lütfen",,701,,1
2020-10-30 17:08:35+03:00,İzmir’deki depremin hemen ardından ilk arayan ve geçmiş olsun dileklerini ileterek yardıma hazır olduklarını belirten Can Azerbaycan’ın Olağanüstü Haller Bakanı kardeşim Kemalettin Haydarov’a teşekkür ediyorum. Sevinçte de kederde de biriz! #BirMilletİkiDevlet 🇹🇷🇦🇿,,2274,,0
2020-10-30 17:08:36+03:00,ONEMLI LUTFEN YAYIN https://t.co/ufTIv7zjls,,262,,1
2020-10-30 17:08:38+03:00,bir can kurtarılmasına yardımcı olalım yayalım arkadaşlar #izmir #deprem https://t.co/Gb9jLioRLn,,208,,0
2020-10-30 17:08:54+03:00,"Depremin siyaseti mizahı olmaz !!! Lütfen saygılı olalım.⚠️

#İzmir'de meydana gelen depremden etkilenen herkese geçmiş olsun.

Rabbim ülkemizi tüm afetlerden korusun inşAllah 🤲

Kalbimiz ve dualarımız sizlerle... #Deprem https://t.co/xbVHm8xx1V",,140,,0
2020-10-30 17:08:56+03:00,"VATANDASLARIN ARACLARINI KULLANMAMASI GEREKIYOR ARKADASLAR‼️

ENKAZLARA ULASILMAYA CALISILIYOR‼️

IZMIR BORNOVA,BAYRAKLI TRAFIGININ AZALTILMASI GEREKIYOR ARKADASLAR LUTFEN YAYALIM‼️ https://t.co/j9xqBVYsFF",,11,,1
2020-10-30 17:08:58+03:00,"LÜTFEN YAYABİLİR MİYİZ!

Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu acil rt'leyin lütfen!
#Deprem 
#izmir https://t.co/aTrLvEpCeX",,308,,1
2020-10-30 17:09:05+03:00,Her deprem sonrası 2 şey kabak gibi parlıyor: Depremle seküler yaşam arasında ilişki olduğunu iddia eden gericilerin “ohh olsun” ahlaksızlığı ve 21 yıldır bugünler için “deprem vergisi” adı altında halktan toplanan tonlarca paranın uçmuş olması...,,2347,,0
2020-10-30 17:09:18+03:00,"🚨 🚨 🚨

1 - Sessiz ol! 

2 -  Wi-Fi şifreni kaldır!

3 - Telefon hatlarını meşgul etme! 

4 - Binalara yaklaşma, hasarlı evlere girme! 

5- Trafiği zorunlu olmadıkça meşgul etme!

#İzmir #Deprem",,19,,1
2020-10-30 17:09:20+03:00,"Van'da deprem oldu; ""Oh olsun teröristlere"" dediler.

Elazığ'da deprem oldu; ""Oh olsun Kürtlere"" dediler.

İzmir'de deprem oldu; ""Oh olsun alkoliklere"" diyorlar.

Ama nasıl canavarlaştıklarını görmek için bir kez olsun aynaya bakmıyorlar. #Deprem",,205,,0
2020-10-30 17:09:23+03:00,"AFAD: Özel aracınızla yola çıkmayın, yolları boş tutun

#deprem #izmir",,49,,1
2020-10-30 17:09:26+03:00,Lütfen yardım eder misiniz. Yayalım.  #deprem https://t.co/tVGOhoPaXB,,638,,1
2020-10-30 17:09:28+03:00,"İzmirli kardeşim, 6 büyüklüğüne kadar artçı deprem olabilir. Eviniz çok yeni yapılmamışsa, eviniz güvenmiyorsanız lütfen evinize girmeyin. İlk depremde göremediğiniz bir hasar artçı depremde binanıza hasar verebilir. Van'da, Elazığ'da yaşadık bunları. Lütfen dikkat edelim",,215,,1
2020-10-30 17:09:30+03:00,"Bu uygulama da Bluetooth ile mesajlaşmayı sağlıyor

Android
https://t.co/AHc20jSSiC

iOS
https://t.co/cTmdOkwBEE

#Deprem #depremizmir #izmirdeprem #depremistanbul https://t.co/Lhl93SDo6o",,13,,1
2020-10-30 17:09:31+03:00,"Ege Üniversitesi’nden kan anonsu

Ege Üniversitesi, “Acil servisimizde, ihtiyaç halinde kullanılmak üzere önlem amaçlı kan ihtiyacı bulunmaktadır” duyuru yaptı.",,11,,1
2020-10-30 17:09:34+03:00,"A C İ L    Y A Y IN   B U N U !
Mansuroğlu mahallesi 283/13 Sok Rıza Bey apt No 2 kat 4 Daire 16 Bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toklu
#Deprem 
#depremizmir https://t.co/iKTvXmQvRg",,51,,1
2020-10-30 17:09:37+03:00,LÜTFEN YAYALIM #deprem https://t.co/9GwaNkwXxi,,7,,1
2020-10-30 17:09:52+03:00,"Mansuroğlu mahallesi 238/13 sok. Rıza Bey apt. No 2 kat 4 daire 16 Bayraklı İzmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk Emine Yücel Toplu
#deprem #izmir @AFADBaskanlik @DepremDairesi yayalım lütfen herkese duyuralım ❗❗❗❗❗",,15,,1
2020-10-30 17:09:53+03:00,"YAYALIMM!!

2 çocuğuyla birlikte enkaz altında kalan bir annenin adres.

""Mansuroğlu Mah. 283/13 Sokak Rıza Bey Apt No 2 Kat 4 Daire 16 Bayraklı""

 #deprem #izmir",,383,,1
2020-10-30 17:09:58+03:00,"Birlik ve beraberlik içinde olacağımız böylesi acı günlerden bile, insanlıktan nasiplerini almayan bu yaratıkları da yetkililere bildirmek bizim insanlık vazifemizdir.
#deprem 
@SiberayEGM @EmniyetGM https://t.co/UgejqJCJO3",,126,,0
2020-10-30 17:10:31+03:00,Lütfen yayın https://t.co/SWeOtVu8PB,,12,,1
